City,Date,AQI_Bucket
Amaravati,2019-06-24,Satisfactory
Chennai,2015-04-14,Poor
Kolkata,2020-01-06,Poor
Delhi,2016-09-02,Moderate
Amritsar,2017-06-24,Satisfactory
Bengaluru,2017-11-11,Satisfactory
Kolkata,2020-06-18,Good
Thiruvananthapuram,2018-12-12,Poor
Delhi,2019-10-07,Moderate
Mumbai,2020-06-21,Satisfactory
Talcher,2020-06-22,Satisfactory
Talcher,2019-07-22,Satisfactory
Bengaluru,2019-09-15,Satisfactory
Bengaluru,2017-07-14,Satisfactory
Hyderabad,2018-04-03,Satisfactory
Kochi,2020-04-16,Satisfactory
Ahmedabad,2018-09-27,Severe
Ernakulam,2020-06-13,Moderate
Patna,2018-04-29,Moderate
Ahmedabad,2020-05-01,Moderate
Hyderabad,2017-02-03,Moderate
Gurugram,2017-12-09,Very Poor
Chennai,2018-03-11,Moderate
Ahmedabad,2015-03-27,Severe
Thiruvananthapuram,2019-12-16,Satisfactory
Jaipur,2019-11-24,Moderate
Guwahati,2020-05-22,Good
Lucknow,2020-05-26,Moderate
Coimbatore,2020-01-03,Satisfactory
Jaipur,2018-11-18,Moderate
Ahmedabad,2019-10-01,Poor
Amaravati,2019-01-07,Very Poor
Chennai,2018-07-10,Moderate
Jaipur,2019-07-01,Moderate
Chennai,2017-02-09,Moderate
Chandigarh,2020-01-07,Satisfactory
Bengaluru,2016-11-04,Satisfactory
Visakhapatnam,2018-09-01,Moderate
Hyderabad,2016-12-24,Moderate
Kolkata,2020-03-12,Moderate
Delhi,2018-11-29,Very Poor
Amritsar,2019-04-16,Moderate
Jaipur,2017-11-06,Poor
Lucknow,2017-01-21,Poor
Lucknow,2017-05-04,Very Poor
Jaipur,2018-06-09,Moderate
Chennai,2017-06-10,Satisfactory
Visakhapatnam,2019-03-20,Satisfactory
Chennai,2020-04-16,Satisfactory
Hyderabad,2016-12-26,Moderate
Delhi,2016-11-02,Severe
Bengaluru,2019-03-16,Moderate
Amritsar,2020-06-19,Moderate
Amritsar,2019-05-30,Moderate
Patna,2018-02-09,Poor
Kolkata,2020-06-24,Satisfactory
Thiruvananthapuram,2020-04-29,Satisfactory
Bengaluru,2018-01-28,Moderate
Coimbatore,2020-01-01,Satisfactory
Chennai,2018-08-15,Satisfactory
Ahmedabad,2019-03-28,Severe
Patna,2019-09-27,Satisfactory
Jaipur,2017-08-08,Moderate
Brajrajnagar,2020-04-06,Moderate
Chennai,2015-06-19,Moderate
Thiruvananthapuram,2019-02-03,Satisfactory
Bengaluru,2015-06-27,Moderate
Jaipur,2019-07-30,Satisfactory
Patna,2019-04-10,Moderate
Mumbai,2019-05-02,Moderate
Delhi,2016-02-08,Very Poor
Delhi,2016-07-19,Moderate
Jorapokhar,2020-03-04,Moderate
Bhopal,2019-12-23,Moderate
Delhi,2019-09-21,Moderate
Hyderabad,2017-03-03,Moderate
Thiruvananthapuram,2018-07-02,Good
Gurugram,2019-01-06,Very Poor
Delhi,2019-06-07,Moderate
Gurugram,2020-02-19,Moderate
Chennai,2016-12-05,Satisfactory
Gurugram,2017-07-11,Very Poor
Gurugram,2020-04-21,Moderate
Brajrajnagar,2019-07-14,Satisfactory
Bengaluru,2018-01-25,Moderate
Lucknow,2016-03-01,Very Poor
Jorapokhar,2018-08-26,Moderate
Thiruvananthapuram,2019-01-31,Moderate
Amritsar,2017-09-02,Satisfactory
Brajrajnagar,2018-07-21,Satisfactory
Chennai,2018-01-23,Moderate
Mumbai,2018-06-22,Satisfactory
Chennai,2017-07-09,Moderate
Gurugram,2017-08-15,Satisfactory
Gurugram,2018-08-19,Satisfactory
Delhi,2018-12-12,Severe
Coimbatore,2019-11-12,Satisfactory
Hyderabad,2019-09-29,Satisfactory
Bengaluru,2015-05-08,Moderate
Delhi,2019-08-25,Moderate
Thiruvananthapuram,2018-04-03,Satisfactory
Bengaluru,2016-01-31,Moderate
Hyderabad,2017-05-08,Moderate
Hyderabad,2020-03-18,Satisfactory
Lucknow,2019-09-30,Satisfactory
Patna,2016-05-11,Poor
Guwahati,2019-07-07,Satisfactory
Hyderabad,2015-06-26,Satisfactory
Kolkata,2020-03-23,Satisfactory
Visakhapatnam,2019-11-20,Moderate
Lucknow,2017-01-10,Very Poor
Delhi,2018-11-25,Poor
Delhi,2015-02-10,Very Poor
Visakhapatnam,2018-07-24,Moderate
Ahmedabad,2015-07-22,Satisfactory
Jorapokhar,2019-12-28,Moderate
Guwahati,2020-04-16,Moderate
Bengaluru,2016-04-27,Moderate
Hyderabad,2015-11-27,Moderate
Jaipur,2019-06-24,Satisfactory
Hyderabad,2016-07-21,Moderate
Lucknow,2015-06-14,Moderate
Brajrajnagar,2019-01-07,Poor
Chennai,2017-03-28,Satisfactory
Mumbai,2019-04-29,Satisfactory
Ahmedabad,2019-06-06,Very Poor
Thiruvananthapuram,2020-01-06,Satisfactory
Hyderabad,2016-06-23,Satisfactory
Mumbai,2020-02-10,Moderate
Talcher,2018-07-27,Satisfactory
Amritsar,2019-09-12,Satisfactory
Visakhapatnam,2019-05-13,Moderate
Thiruvananthapuram,2019-01-18,Moderate
Mumbai,2019-03-26,Moderate
Jaipur,2017-07-09,Satisfactory
Jaipur,2018-07-01,Moderate
Brajrajnagar,2018-07-16,Moderate
Hyderabad,2019-07-09,Good
Ahmedabad,2018-01-29,Severe
Bengaluru,2019-04-07,Moderate
Ernakulam,2020-05-22,Satisfactory
Thiruvananthapuram,2019-12-12,Satisfactory
Talcher,2019-12-10,Poor
Hyderabad,2018-08-09,Good
Delhi,2017-11-19,Poor
Talcher,2020-01-06,Poor
Visakhapatnam,2019-06-04,Moderate
Bengaluru,2016-11-06,Satisfactory
Chennai,2016-11-16,Satisfactory
Lucknow,2020-06-15,Satisfactory
Hyderabad,2019-03-03,Satisfactory
Bengaluru,2020-06-22,Good
Chandigarh,2020-03-24,Good
Delhi,2017-01-28,Poor
Kolkata,2020-05-10,Satisfactory
Chandigarh,2019-09-12,Moderate
Mumbai,2020-03-13,Satisfactory
Gurugram,2018-09-08,Satisfactory
Chennai,2017-07-08,Satisfactory
Chennai,2017-08-29,Moderate
Brajrajnagar,2018-06-14,Moderate
Amaravati,2019-01-21,Poor
Talcher,2020-05-07,Satisfactory
Ahmedabad,2020-04-30,Moderate
Lucknow,2020-03-29,Satisfactory
Chennai,2015-11-24,Satisfactory
Patna,2018-07-05,Satisfactory
Delhi,2015-10-06,Severe
Bengaluru,2017-08-22,Satisfactory
Bengaluru,2017-04-28,Satisfactory
Patna,2015-10-26,Poor
Hyderabad,2018-07-26,Satisfactory
Kolkata,2020-07-01,Good
Patna,2016-04-11,Moderate
Amaravati,2019-11-22,Satisfactory
Jaipur,2020-03-13,Moderate
Gurugram,2018-03-13,Poor
Gurugram,2020-03-20,Moderate
Chennai,2018-11-07,Moderate
Bengaluru,2016-09-13,Satisfactory
Mumbai,2019-07-02,Satisfactory
Guwahati,2019-07-13,Good
Jaipur,2019-12-30,Moderate
Kolkata,2019-12-15,Poor
Gurugram,2017-12-16,Poor
Delhi,2020-01-16,Poor
Bengaluru,2017-05-10,Good
Chennai,2017-07-23,Satisfactory
Chennai,2018-06-30,Moderate
Chennai,2020-03-28,Satisfactory
Thiruvananthapuram,2017-07-11,Good
Bengaluru,2016-02-15,Moderate
Chennai,2019-10-25,Satisfactory
Hyderabad,2016-06-07,Moderate
Amritsar,2018-05-05,Moderate
Brajrajnagar,2018-03-06,Poor
Brajrajnagar,2019-09-02,Moderate
Talcher,2019-07-26,Satisfactory
Mumbai,2020-04-09,Satisfactory
Visakhapatnam,2018-05-30,Satisfactory
Kolkata,2019-05-09,Moderate
Kolkata,2019-12-04,Poor
Patna,2016-10-16,Poor
Hyderabad,2016-06-01,Moderate
Shillong,2020-02-27,Satisfactory
Jorapokhar,2017-05-31,Moderate
Amritsar,2020-06-12,Satisfactory
Chennai,2015-12-23,Moderate
Jaipur,2018-11-16,Poor
Brajrajnagar,2020-01-02,Satisfactory
Chennai,2017-03-10,Moderate
Guwahati,2019-11-24,Moderate
Delhi,2017-08-18,Satisfactory
Thiruvananthapuram,2019-08-13,Satisfactory
Chennai,2017-08-08,Satisfactory
Ernakulam,2020-02-15,Satisfactory
Amritsar,2018-03-07,Moderate
Ahmedabad,2016-08-24,Poor
Bengaluru,2017-07-30,Satisfactory
Jaipur,2018-03-04,Moderate
Delhi,2019-03-04,Poor
Amaravati,2019-05-17,Satisfactory
Chennai,2017-05-06,Satisfactory
Jorapokhar,2018-12-14,Severe
Chennai,2019-01-13,Moderate
Amaravati,2020-06-08,Satisfactory
Ahmedabad,2015-05-09,Poor
Delhi,2018-03-17,Poor
Hyderabad,2016-02-24,Moderate
Kochi,2020-03-15,Moderate
Bengaluru,2019-09-05,Satisfactory
Lucknow,2017-02-20,Very Poor
Delhi,2018-07-06,Moderate
Coimbatore,2019-12-26,Satisfactory
Delhi,2017-03-20,Very Poor
Kolkata,2020-04-14,Satisfactory
Thiruvananthapuram,2019-08-26,Satisfactory
Hyderabad,2018-11-06,Satisfactory
Delhi,2016-03-06,Moderate
Thiruvananthapuram,2017-09-18,Satisfactory
Lucknow,2019-12-01,Poor
Lucknow,2016-05-03,Poor
Bengaluru,2017-06-03,Good
Hyderabad,2015-08-18,Moderate
Bengaluru,2020-01-26,Satisfactory
Gurugram,2016-06-10,Poor
Talcher,2019-09-15,Satisfactory
Coimbatore,2019-11-28,Satisfactory
Talcher,2020-04-10,Moderate
Jorapokhar,2020-04-24,Moderate
Jorapokhar,2018-06-06,Moderate
Bengaluru,2017-08-28,Good
Delhi,2020-02-29,Moderate
Amaravati,2018-09-12,Moderate
Amritsar,2018-04-20,Satisfactory
Patna,2016-05-19,Moderate
Delhi,2018-03-01,Poor
Hyderabad,2015-09-27,Poor
Ahmedabad,2018-10-25,Severe
Jorapokhar,2019-12-05,Moderate
Guwahati,2019-11-09,Satisfactory
Jaipur,2019-07-26,Satisfactory
Patna,2017-03-17,Poor
Chennai,2017-11-28,Satisfactory
Bengaluru,2015-08-26,Satisfactory
Bengaluru,2015-10-15,Satisfactory
Thiruvananthapuram,2017-08-07,Satisfactory
Kochi,2020-05-09,Satisfactory
Hyderabad,2017-01-05,Poor
Delhi,2017-04-28,Poor
Chennai,2016-07-20,Satisfactory
Jorapokhar,2018-07-12,Moderate
Jorapokhar,2018-09-02,Moderate
Thiruvananthapuram,2020-06-30,Good
Jorapokhar,2018-07-06,Moderate
Chennai,2016-03-14,Moderate
Hyderabad,2017-08-21,Satisfactory
Lucknow,2020-04-08,Satisfactory
Amritsar,2018-12-06,Moderate
Guwahati,2020-06-22,Good
Delhi,2016-06-29,Moderate
Chennai,2016-04-06,Moderate
Delhi,2019-09-28,Satisfactory
Patna,2016-02-11,Very Poor
Thiruvananthapuram,2019-12-10,Satisfactory
Brajrajnagar,2018-02-03,Poor
Lucknow,2016-09-30,Satisfactory
Visakhapatnam,2017-02-10,Poor
Mumbai,2019-07-12,Satisfactory
Mumbai,2020-06-22,Satisfactory
Thiruvananthapuram,2020-05-19,Satisfactory
Coimbatore,2019-12-17,Satisfactory
Chennai,2019-10-21,Satisfactory
Gurugram,2017-05-07,Very Poor
Thiruvananthapuram,2018-08-29,Satisfactory
Chennai,2017-08-27,Satisfactory
Gurugram,2018-03-22,Moderate
Jaipur,2019-04-16,Moderate
Kolkata,2020-03-26,Satisfactory
Delhi,2018-06-27,Moderate
Delhi,2019-05-23,Poor
Bengaluru,2015-04-02,Moderate
Guwahati,2019-08-23,Satisfactory
Jaipur,2017-06-28,Satisfactory
Ahmedabad,2015-02-09,Very Poor
Hyderabad,2016-09-12,Satisfactory
Patna,2016-02-12,Very Poor
Chandigarh,2019-10-24,Moderate
Bengaluru,2019-11-13,Satisfactory
Jaipur,2019-06-30,Satisfactory
Jaipur,2019-05-11,Moderate
Talcher,2019-12-22,Very Poor
Bengaluru,2020-02-05,Satisfactory
Gurugram,2019-02-06,Poor
Patna,2018-01-15,Very Poor
Kochi,2020-04-27,Satisfactory
Talcher,2020-01-20,Very Poor
Hyderabad,2016-06-09,Moderate
Amaravati,2019-02-19,Satisfactory
Aizawl,2020-04-27,Good
Kolkata,2020-05-07,Satisfactory
Talcher,2018-02-10,Very Poor
Mumbai,2018-09-17,Satisfactory
Lucknow,2019-11-05,Severe
Hyderabad,2016-07-07,Poor
Chennai,2015-10-09,Satisfactory
Ahmedabad,2019-01-02,Severe
Amritsar,2020-02-20,Moderate
Jorapokhar,2019-09-11,Moderate
Gurugram,2020-02-04,Poor
Bengaluru,2017-04-30,Satisfactory
Chennai,2016-09-22,Severe
Thiruvananthapuram,2018-11-28,Moderate
Delhi,2016-12-13,Severe
Hyderabad,2017-12-19,Moderate
Ernakulam,2020-05-03,Satisfactory
Amritsar,2017-10-21,Very Poor
Thiruvananthapuram,2018-11-14,Satisfactory
Chennai,2015-09-09,Satisfactory
Lucknow,2020-01-22,Very Poor
Delhi,2018-09-29,Poor
Brajrajnagar,2020-05-09,Moderate
Hyderabad,2018-11-01,Moderate
Hyderabad,2016-11-23,Moderate
Jaipur,2019-11-05,Moderate
Brajrajnagar,2019-08-21,Satisfactory
Aizawl,2020-04-16,Good
Amritsar,2020-04-29,Satisfactory
Kochi,2020-02-26,Moderate
Thiruvananthapuram,2019-05-12,Satisfactory
Brajrajnagar,2019-07-04,Moderate
Amritsar,2019-07-18,Satisfactory
Chandigarh,2019-09-03,Satisfactory
Bengaluru,2016-08-19,Satisfactory
Bengaluru,2015-04-06,Satisfactory
Delhi,2016-01-06,Severe
Gurugram,2017-02-11,Very Poor
Talcher,2020-03-12,Satisfactory
Delhi,2018-11-16,Very Poor
Ahmedabad,2019-11-08,Very Poor
Bengaluru,2016-07-02,Moderate
Ahmedabad,2019-04-24,Severe
Brajrajnagar,2019-12-19,Satisfactory
Hyderabad,2020-01-29,Moderate
Kolkata,2018-09-28,Moderate
Patna,2017-10-30,Poor
Gurugram,2016-06-04,Poor
Bengaluru,2018-02-21,Satisfactory
Hyderabad,2016-09-28,Satisfactory
Lucknow,2016-07-15,Moderate
Lucknow,2017-08-01,Satisfactory
Hyderabad,2018-10-05,Satisfactory
Aizawl,2020-05-26,Good
Thiruvananthapuram,2020-03-06,Satisfactory
Lucknow,2016-04-27,Poor
Lucknow,2015-05-29,Moderate
Bengaluru,2018-11-01,Satisfactory
Talcher,2020-01-15,Very Poor
Hyderabad,2016-01-01,Very Poor
Jaipur,2019-06-09,Moderate
Visakhapatnam,2020-04-21,Good
Delhi,2017-09-23,Satisfactory
Patna,2020-03-30,Satisfactory
Gurugram,2019-07-04,Satisfactory
Lucknow,2019-04-25,Poor
Bengaluru,2018-04-05,Moderate
Chennai,2019-04-10,Moderate
Shillong,2020-02-15,Moderate
Chennai,2017-09-01,Satisfactory
Hyderabad,2019-03-11,Satisfactory
Coimbatore,2020-05-14,Good
Thiruvananthapuram,2020-05-11,Satisfactory
Hyderabad,2015-07-04,Moderate
Bengaluru,2019-01-28,Satisfactory
Gurugram,2016-08-16,Satisfactory
Gurugram,2017-03-15,Poor
Lucknow,2016-10-29,Very Poor
Talcher,2019-06-23,Satisfactory
Amaravati,2017-12-02,Moderate
Amritsar,2020-06-07,Good
Kolkata,2019-10-25,Satisfactory
Ernakulam,2020-04-27,Satisfactory
Bhopal,2020-03-03,Moderate
Bengaluru,2017-01-22,Satisfactory
Bengaluru,2018-08-19,Satisfactory
Ahmedabad,2018-07-20,Severe
Gurugram,2018-09-10,Good
Mumbai,2018-12-31,Moderate
Lucknow,2017-05-17,Poor
Delhi,2019-09-16,Moderate
Chennai,2017-11-01,Satisfactory
Ahmedabad,2015-10-10,Very Poor
Mumbai,2019-01-26,Moderate
Jorapokhar,2020-05-11,Moderate
Hyderabad,2015-10-08,Poor
Gurugram,2016-09-26,Moderate
Delhi,2016-06-17,Moderate
Talcher,2019-08-07,Satisfactory
Patna,2018-01-13,Severe
Amritsar,2018-04-12,Satisfactory
Chennai,2017-06-19,Satisfactory
Gurugram,2017-03-20,Very Poor
Shillong,2020-04-02,Satisfactory
Lucknow,2015-10-18,Poor
Lucknow,2019-01-28,Poor
Delhi,2016-04-14,Poor
Guwahati,2019-03-06,Moderate
Gurugram,2017-04-13,Very Poor
Delhi,2018-11-08,Severe
Jaipur,2020-02-17,Moderate
Lucknow,2017-03-07,Poor
Gurugram,2016-11-22,Very Poor
Jorapokhar,2019-05-09,Moderate
Gurugram,2018-03-11,Moderate
Brajrajnagar,2019-08-28,Moderate
Gurugram,2017-10-05,Moderate
Talcher,2018-07-16,Moderate
Patna,2018-08-12,Moderate
Chennai,2019-04-03,Moderate
Ahmedabad,2020-05-17,Moderate
Patna,2016-12-07,Very Poor
Visakhapatnam,2017-03-01,Moderate
Chandigarh,2020-03-06,Good
Brajrajnagar,2018-12-27,Poor
Hyderabad,2018-04-10,Satisfactory
Aizawl,2020-04-14,Satisfactory
Bengaluru,2017-02-02,Satisfactory
Jaipur,2018-06-08,Poor
Brajrajnagar,2019-12-03,Moderate
Delhi,2019-10-25,Very Poor
Hyderabad,2017-02-17,Moderate
Bengaluru,2018-06-05,Satisfactory
Jaipur,2018-02-01,Moderate
Patna,2016-03-22,Satisfactory
Chennai,2017-01-21,Satisfactory
Hyderabad,2015-10-03,Satisfactory
Chennai,2018-05-07,Satisfactory
Kolkata,2019-03-20,Moderate
Shillong,2020-06-28,Satisfactory
Thiruvananthapuram,2018-12-30,Moderate
Delhi,2018-03-27,Poor
Guwahati,2020-02-13,Very Poor
Chennai,2019-03-03,Moderate
Chennai,2020-01-09,Satisfactory
Bengaluru,2016-03-29,Moderate
Ahmedabad,2020-05-13,Moderate
Thiruvananthapuram,2019-03-14,Moderate
Chennai,2016-08-19,Moderate
Jaipur,2017-07-27,Satisfactory
Lucknow,2017-11-01,Very Poor
Jaipur,2020-04-23,Satisfactory
Talcher,2019-07-06,Satisfactory
Patna,2020-05-30,Moderate
Bhopal,2019-11-08,Satisfactory
Delhi,2018-08-05,Poor
Chennai,2018-08-05,Moderate
Patna,2016-12-12,Very Poor
Amritsar,2018-08-08,Good
Delhi,2017-08-12,Good
Ahmedabad,2020-02-22,Moderate
Talcher,2020-01-22,Poor
Ahmedabad,2020-01-19,Very Poor
Kolkata,2019-11-06,Poor
Delhi,2018-07-14,Satisfactory
Gurugram,2017-11-06,Very Poor
Bhopal,2019-10-29,Satisfactory
Mumbai,2018-09-12,Satisfactory
Jorapokhar,2019-09-25,Satisfactory
Delhi,2019-08-19,Satisfactory
Bengaluru,2016-07-08,Good
Bengaluru,2018-05-01,Very Poor
Chennai,2015-07-20,Moderate
Ahmedabad,2019-04-07,Severe
Gurugram,2017-10-12,Moderate
Chennai,2016-11-12,Moderate
Delhi,2020-06-01,Satisfactory
Thiruvananthapuram,2018-06-15,Good
Chandigarh,2020-06-17,Satisfactory
Thiruvananthapuram,2019-08-22,Good
Hyderabad,2019-10-09,Satisfactory
Guwahati,2020-01-02,Moderate
Amaravati,2019-06-10,Satisfactory
Chennai,2017-08-05,Moderate
Amaravati,2019-03-26,Satisfactory
Bengaluru,2018-09-12,Satisfactory
Amaravati,2019-02-16,Satisfactory
Lucknow,2019-11-16,Very Poor
Aizawl,2020-06-05,Good
Delhi,2018-09-16,Moderate
Hyderabad,2015-11-12,Poor
Talcher,2020-01-13,Very Poor
Patna,2019-02-28,Moderate
Ahmedabad,2017-12-01,Severe
Ernakulam,2020-05-30,Satisfactory
Talcher,2019-11-15,Moderate
Bhopal,2019-09-30,Satisfactory
Thiruvananthapuram,2019-07-23,Satisfactory
Bengaluru,2018-07-02,Satisfactory
Mumbai,2019-01-28,Moderate
Chennai,2019-03-15,Satisfactory
Visakhapatnam,2019-03-15,Moderate
Mumbai,2018-06-29,Moderate
Gurugram,2019-04-28,Poor
Amritsar,2019-03-10,Satisfactory
Delhi,2016-02-29,Very Poor
Amritsar,2019-11-18,Moderate
Visakhapatnam,2018-07-21,Satisfactory
Amritsar,2018-10-25,Moderate
Visakhapatnam,2018-03-05,Moderate
Hyderabad,2020-06-06,Satisfactory
Ahmedabad,2018-10-13,Severe
Lucknow,2019-11-21,Very Poor
Ahmedabad,2016-07-05,Poor
Patna,2018-02-17,Very Poor
Delhi,2018-02-18,Poor
Visakhapatnam,2017-03-29,Satisfactory
Jaipur,2017-07-11,Moderate
Jaipur,2020-04-20,Satisfactory
Delhi,2019-07-09,Moderate
Jaipur,2019-05-30,Moderate
Kolkata,2019-10-24,Moderate
Bengaluru,2015-04-19,Moderate
Gurugram,2020-03-10,Moderate
Delhi,2016-02-26,Poor
Chandigarh,2019-12-24,Moderate
Ahmedabad,2015-04-11,Moderate
Kochi,2020-06-10,Satisfactory
Hyderabad,2019-01-27,Satisfactory
Jaipur,2019-09-08,Satisfactory
Ahmedabad,2016-08-22,Poor
Gurugram,2018-07-26,Satisfactory
Thiruvananthapuram,2018-12-07,Satisfactory
Patna,2016-02-28,Poor
Delhi,2017-07-10,Satisfactory
Bengaluru,2017-10-03,Satisfactory
Jaipur,2019-03-23,Satisfactory
Hyderabad,2018-05-18,Satisfactory
Ahmedabad,2018-06-10,Very Poor
Amaravati,2019-02-28,Satisfactory
Talcher,2019-06-06,Moderate
Chennai,2017-01-02,Satisfactory
Jorapokhar,2017-05-24,Moderate
Gurugram,2019-03-14,Poor
Hyderabad,2015-12-25,Moderate
Gurugram,2018-11-29,Poor
Gurugram,2019-07-27,Satisfactory
Amaravati,2019-01-25,Satisfactory
Jaipur,2017-10-15,Poor
Jaipur,2019-01-29,Moderate
Ahmedabad,2020-01-30,Severe
Amritsar,2018-05-16,Moderate
Jaipur,2020-05-07,Satisfactory
Hyderabad,2019-06-30,Good
Talcher,2019-04-11,Moderate
Talcher,2019-12-16,Moderate
Bhopal,2020-01-20,Moderate
Mumbai,2018-09-14,Satisfactory
Chandigarh,2019-12-26,Satisfactory
Bengaluru,2018-04-16,Satisfactory
Kolkata,2018-09-13,Satisfactory
Delhi,2016-05-18,Very Poor
Jorapokhar,2020-02-28,Moderate
Bengaluru,2018-08-24,Satisfactory
Lucknow,2016-01-02,Very Poor
Amritsar,2018-09-23,Good
Amaravati,2018-08-26,Satisfactory
Guwahati,2019-05-06,Satisfactory
Bengaluru,2018-12-28,Moderate
Coimbatore,2020-06-18,Good
Ahmedabad,2015-05-29,Poor
Delhi,2016-06-07,Poor
Hyderabad,2016-08-07,Satisfactory
Coimbatore,2019-07-04,Satisfactory
Talcher,2019-11-12,Moderate
Gurugram,2019-07-09,Moderate
Lucknow,2019-08-05,Moderate
Hyderabad,2017-06-04,Satisfactory
Jaipur,2017-12-15,Satisfactory
Chennai,2018-01-11,Moderate
Gurugram,2017-11-20,Very Poor
Chennai,2015-06-22,Moderate
Guwahati,2019-10-11,Satisfactory
Jorapokhar,2019-03-16,Satisfactory
Bhopal,2019-12-27,Moderate
Patna,2019-06-16,Moderate
Bhopal,2020-02-01,Satisfactory
Delhi,2018-08-17,Moderate
Patna,2018-08-29,Satisfactory
Delhi,2016-01-08,Severe
Amritsar,2017-08-28,Satisfactory
Patna,2018-08-26,Moderate
Hyderabad,2016-04-07,Moderate
Coimbatore,2019-08-11,Satisfactory
Visakhapatnam,2018-03-02,Moderate
Hyderabad,2015-08-10,Satisfactory
Mumbai,2019-12-06,Moderate
Hyderabad,2019-05-04,Moderate
Gurugram,2019-09-20,Satisfactory
Lucknow,2017-11-11,Severe
Patna,2015-11-16,Severe
Bengaluru,2015-05-25,Moderate
Hyderabad,2019-11-04,Satisfactory
Bengaluru,2015-09-01,Satisfactory
Bengaluru,2015-11-15,Satisfactory
Amritsar,2017-12-08,Poor
Patna,2017-04-02,Poor
Amritsar,2020-05-20,Satisfactory
Bengaluru,2018-12-27,Moderate
Jorapokhar,2020-04-26,Satisfactory
Kolkata,2018-08-11,Satisfactory
Chennai,2015-12-21,Moderate
Delhi,2020-05-09,Moderate
Delhi,2016-01-05,Severe
Amaravati,2019-05-02,Moderate
Talcher,2020-02-22,Satisfactory
Bengaluru,2015-10-27,Moderate
Coimbatore,2019-10-16,Moderate
Hyderabad,2016-07-23,Moderate
Lucknow,2016-06-12,Moderate
Jaipur,2019-11-04,Moderate
Amaravati,2019-03-08,Satisfactory
Hyderabad,2017-03-02,Moderate
Guwahati,2019-08-01,Moderate
Gurugram,2017-06-27,Very Poor
Hyderabad,2019-07-05,Good
Ahmedabad,2019-06-05,Severe
Hyderabad,2019-01-25,Satisfactory
Lucknow,2019-08-03,Moderate
Hyderabad,2020-04-04,Satisfactory
Lucknow,2018-12-11,Very Poor
Talcher,2018-06-30,Moderate
Mumbai,2018-11-26,Moderate
Gurugram,2017-02-08,Very Poor
Hyderabad,2015-09-11,Moderate
Gurugram,2018-11-02,Very Poor
Gurugram,2020-05-08,Moderate
Delhi,2016-03-30,Poor
Talcher,2020-04-25,Moderate
Bengaluru,2019-07-18,Satisfactory
Jaipur,2020-03-01,Moderate
Chennai,2016-08-17,Moderate
Lucknow,2017-08-10,Moderate
Lucknow,2016-08-12,Satisfactory
Hyderabad,2018-09-12,Satisfactory
Ernakulam,2020-02-02,Satisfactory
Patna,2018-09-28,Moderate
Gurugram,2017-07-22,Poor
Visakhapatnam,2017-11-19,Satisfactory
Chennai,2018-02-14,Moderate
Amritsar,2017-09-10,Moderate
Hyderabad,2015-07-26,Good
Jaipur,2017-10-16,Poor
Hyderabad,2016-04-30,Satisfactory
Gurugram,2020-05-28,Poor
Amritsar,2020-04-12,Good
Hyderabad,2016-07-14,Satisfactory
Mumbai,2019-06-17,Satisfactory
Ahmedabad,2020-06-10,Moderate
Jorapokhar,2017-08-17,Satisfactory
Ahmedabad,2018-09-11,Severe
Gurugram,2019-03-24,Moderate
Chennai,2020-02-19,Satisfactory
Chennai,2015-10-11,Moderate
Talcher,2018-07-05,Moderate
Bengaluru,2018-04-14,Satisfactory
Patna,2016-03-10,Moderate
Talcher,2020-04-24,Moderate
Lucknow,2017-08-28,Good
Amaravati,2019-10-08,Good
Amritsar,2019-08-29,Satisfactory
Gurugram,2018-07-29,Satisfactory
Guwahati,2019-08-14,Moderate
Ahmedabad,2019-03-18,Very Poor
Amaravati,2018-02-16,Moderate
Visakhapatnam,2018-09-16,Moderate
Gurugram,2018-12-01,Poor
Hyderabad,2019-11-17,Moderate
Ahmedabad,2019-06-11,Very Poor
Delhi,2015-12-31,Severe
Ernakulam,2020-06-23,Moderate
Thiruvananthapuram,2018-05-09,Satisfactory
Jorapokhar,2017-05-13,Moderate
Patna,2015-10-16,Moderate
Jorapokhar,2017-08-18,Satisfactory
Bengaluru,2015-12-17,Satisfactory
Patna,2020-06-22,Satisfactory
Ahmedabad,2018-03-31,Severe
Chennai,2017-03-05,Satisfactory
Jaipur,2019-10-09,Moderate
Amaravati,2019-08-08,Good
Kolkata,2019-10-16,Moderate
Bengaluru,2017-09-16,Good
Chennai,2016-11-21,Moderate
Thiruvananthapuram,2019-06-20,Satisfactory
Talcher,2018-03-29,Poor
Delhi,2018-07-09,Moderate
Hyderabad,2020-01-05,Moderate
Lucknow,2018-09-21,Moderate
Lucknow,2019-07-09,Satisfactory
Mumbai,2020-04-04,Satisfactory
Delhi,2018-11-14,Very Poor
Jorapokhar,2020-05-27,Moderate
Hyderabad,2017-10-06,Moderate
Hyderabad,2020-03-16,Satisfactory
Lucknow,2017-05-03,Very Poor
Ahmedabad,2017-11-11,Severe
Jorapokhar,2018-07-26,Moderate
Thiruvananthapuram,2020-04-24,Satisfactory
Guwahati,2020-04-05,Moderate
Hyderabad,2017-12-05,Moderate
Guwahati,2020-01-09,Very Poor
Chennai,2015-07-29,Moderate
Amaravati,2019-03-11,Satisfactory
Lucknow,2018-12-15,Poor
Guwahati,2019-10-17,Satisfactory
Ahmedabad,2015-07-12,Poor
